Date,Time,Booking Status,Vehicle Type,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,Day,Time_of_Day,ride_status,payment_status
22-09-2024,01-01-1900 16:34,Cancelled by Driver,Bike,7.9,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Afternoon,Cancelled,Unpaid
11-09-2024,01-01-1900 09:09,Incomplete,eBike,9.9,25.3,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,167,3.45,0,0,Cash,Wednesday,Morning,Incomplete,Paid
24-06-2024,01-01-1900 19:48,Completed,Go Sedan,12,22.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,282,29.83,3.4,4.8,Credit Card,Monday,Evening,Completed,Paid
31-08-2024,01-01-1900 01:34,Completed,Bike,15,32.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,1631,26.25,4.3,4.2,UPI,Saturday,Night,Completed,Paid
25-11-2024,01-01-1900 21:59,No Driver Found,Uber XL,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Evening,Incomplete,Unpaid
02-01-2024,01-01-1900 11:32,Completed,Auto,12.9,25.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,161,21.59,4.7,4.7,Credit Card,Tuesday,Morning,Completed,Paid
17-12-2024,01-01-1900 10:45,Completed,Bike,8.4,21.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,480,35.91,4.8,4.3,UPI,Tuesday,Morning,Completed,Paid
27-03-2024,01-01-1900 07:52,Cancelled by Driver,Uber XL,4.4,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Morning,Cancelled,Unpaid
01-06-2024,01-01-1900 18:20,Cancelled by Customer,Bike,11.5,0,1,Change of plans,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Saturday,Evening,Cancelled,Unpaid
16-02-2024,01-01-1900 11:37,Cancelled by Driver,Premier Sedan,5.3,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Morning,Cancelled,Unpaid
21-07-2024,01-01-1900 16:34,Completed,Go Sedan,13.6,33.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,662,43.68,4.6,4.9,Cash,Sunday,Afternoon,Completed,Paid
19-10-2024,01-01-1900 16:59,Completed,Go Mini,7.4,35.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,2205,36.27,3.2,4.3,UPI,Saturday,Afternoon,Completed,Paid
08-10-2024,01-01-1900 19:51,Completed,Auto,9.4,32.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,287,4.43,3.9,4.1,Cash,Tuesday,Evening,Completed,Paid
23-12-2024,01-01-1900 10:21,Completed,Go Sedan,10.1,17.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,87,11.55,4.7,4.3,Credit Card,Monday,Morning,Completed,Paid
02-01-2024,01-01-1900 09:31,Completed,Auto,7.4,34.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,121,18.4,3.7,3.8,UPI,Tuesday,Morning,Completed,Paid
30-10-2024,01-01-1900 17:31,Completed,Bike,4,27.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,851,22.13,4.3,3.2,UPI,Wednesday,Afternoon,Completed,Paid
02-07-2024,01-01-1900 18:34,Completed,Go Mini,2.5,32.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,368,29.26,4.3,4.9,Cash,Tuesday,Evening,Completed,Paid
28-11-2024,01-01-1900 21:32,No Driver Found,Go Mini,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Thursday,Evening,Incomplete,Unpaid
12-05-2024,01-01-1900 14:37,Completed,Auto,4.6,31.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,107,6.64,3.8,4.6,UPI,Sunday,Afternoon,Completed,Paid
02-10-2024,01-01-1900 10:34,Completed,Auto,12,19.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,212,12.17,4.1,5,Cash,Wednesday,Morning,Completed,Paid
20-11-2024,01-01-1900 13:15,Completed,Go Sedan,2.7,43.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,81,5.26,5,4.7,UPI,Wednesday,Afternoon,Completed,Paid
08-05-2024,01-01-1900 11:59,Cancelled by Driver,Premier Sedan,7.5,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Morning,Cancelled,Unpaid
19-03-2024,01-01-1900 22:16,Completed,Auto,14.3,37.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,391,32.91,3.5,4.3,Uber Wallet,Tuesday,Evening,Completed,Paid
18-06-2024,01-01-1900 16:23,Completed,Go Sedan,10.8,30.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,273,30.69,4.1,4.9,Cash,Tuesday,Afternoon,Completed,Paid
19-03-2024,01-01-1900 06:52,Completed,Auto,3.3,34.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,2459,17.58,4.1,4.3,Cash,Tuesday,Morning,Completed,Paid
07-10-2024,01-01-1900 11:10,Completed,eBike,4.5,21.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,749,15.96,3.9,4.2,UPI,Monday,Morning,Completed,Paid
05-04-2024,01-01-1900 08:49,Completed,Premier Sedan,9,23.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,177,33.86,4.3,5,UPI,Friday,Morning,Completed,Paid
25-03-2024,01-01-1900 15:06,Completed,Premier Sedan,13.9,15.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,372,13.97,4.3,4.9,Uber Wallet,Monday,Afternoon,Completed,Paid
16-12-2024,01-01-1900 19:37,No Driver Found,Premier Sedan,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Evening,Incomplete,Unpaid
18-02-2024,01-01-1900 18:16,Completed,eBike,8.6,33.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,119,11.1,4.3,4.2,UPI,Sunday,Evening,Completed,Paid
23-05-2024,01-01-1900 00:32,Completed,Go Mini,9.3,40.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,347,24.11,4.8,4.2,UPI,Thursday,Night,Completed,Paid
03-07-2024,01-01-1900 17:40,Completed,Premier Sedan,8.7,15.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,806,28.31,4,5,Cash,Wednesday,Afternoon,Completed,Paid
08-11-2024,01-01-1900 01:29,Cancelled by Driver,Premier Sedan,8.5,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Night,Cancelled,Unpaid
23-05-2024,01-01-1900 11:22,Completed,Premier Sedan,6.7,35.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,58,31.61,4.6,4.9,Cash,Thursday,Morning,Completed,Paid
11-04-2024,01-01-1900 11:40,Completed,Auto,13.9,42.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,851,48.94,4.2,4.9,UPI,Thursday,Morning,Completed,Paid
22-12-2024,01-01-1900 20:54,Cancelled by Driver,eBike,9.9,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Evening,Cancelled,Unpaid
01-07-2024,01-01-1900 17:10,Completed,Auto,9.6,33.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,336,27.98,3.7,4.2,UPI,Monday,Afternoon,Completed,Paid
12-03-2024,01-01-1900 18:42,Completed,Bike,9.5,24.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,88,18.26,4.9,4.7,UPI,Tuesday,Evening,Completed,Paid
08-10-2024,01-01-1900 00:17,Completed,Premier Sedan,10.7,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,479,39.77,4.4,4.7,UPI,Tuesday,Night,Completed,Paid
17-07-2024,01-01-1900 10:01,Completed,Auto,7.9,30.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,354,41.43,3.4,4.6,Cash,Wednesday,Morning,Completed,Paid
09-03-2024,01-01-1900 20:31,Completed,eBike,14.7,38.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,402,21.53,4.6,4.2,Cash,Saturday,Evening,Completed,Paid
13-08-2024,01-01-1900 15:36,Cancelled by Customer,Auto,12.6,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Afternoon,Cancelled,Unpaid
19-03-2024,01-01-1900 16:48,Completed,Go Mini,14.8,23.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,825,42.06,4.3,4.5,Cash,Tuesday,Afternoon,Completed,Paid
02-03-2024,01-01-1900 12:20,Cancelled by Driver,Auto,4.7,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Saturday,Afternoon,Cancelled,Unpaid
28-04-2024,01-01-1900 07:19,Cancelled by Driver,Go Mini,11.1,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Morning,Cancelled,Unpaid
22-01-2024,01-01-1900 07:04,Completed,Auto,2.2,34.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,330,42.76,4.4,4.3,Uber Wallet,Monday,Morning,Completed,Paid
08-10-2024,01-01-1900 14:46,Completed,Go Sedan,2.7,20.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,735,47.01,4.6,4.3,Debit Card,Tuesday,Afternoon,Completed,Paid
20-05-2024,01-01-1900 23:13,Completed,Go Sedan,3.7,37.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,571,12.64,4.2,3.2,Debit Card,Monday,Evening,Completed,Paid
23-04-2024,01-01-1900 11:45,Completed,Go Mini,4.7,22.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,352,45.51,4.5,4.3,UPI,Tuesday,Morning,Completed,Paid
11-07-2024,01-01-1900 18:36,Completed,Premier Sedan,8.4,38.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,58,40.49,4.5,4,UPI,Thursday,Evening,Completed,Paid
08-07-2024,01-01-1900 08:24,Completed,Premier Sedan,12.9,43.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,223,30.02,4.2,4.8,UPI,Monday,Morning,Completed,Paid
14-12-2024,01-01-1900 16:34,Completed,Premier Sedan,9.5,18.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,826,3.96,4.7,4.6,Credit Card,Saturday,Afternoon,Completed,Paid
12-07-2024,01-01-1900 19:49,Completed,Bike,12.6,34.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,253,24.3,4.5,4.6,Cash,Friday,Evening,Completed,Paid
23-10-2024,01-01-1900 18:36,Completed,Go Sedan,7.9,28.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,395,45.72,3.2,4.3,UPI,Wednesday,Evening,Completed,Paid
27-07-2024,01-01-1900 02:32,Completed,Go Mini,13.1,32,0,Not Applicable,0,Not Applicable,0,Not Applicable,391,32.02,4.3,3.1,UPI,Saturday,Night,Completed,Paid
03-10-2024,01-01-1900 17:53,Completed,Bike,3.7,19.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,334,15.95,4.6,4.2,UPI,Thursday,Afternoon,Completed,Paid
09-06-2024,01-01-1900 07:18,No Driver Found,eBike,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Morning,Incomplete,Unpaid
28-06-2024,01-01-1900 07:33,Completed,Go Sedan,7.8,29.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,1831,39.09,4.2,4.4,Cash,Friday,Morning,Completed,Paid
19-06-2024,01-01-1900 16:58,Cancelled by Driver,Auto,4.1,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Afternoon,Cancelled,Unpaid
21-03-2024,01-01-1900 05:51,Completed,Auto,14.4,16.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,191,30.55,4.4,4.5,Cash,Thursday,Night,Completed,Paid
02-03-2024,01-01-1900 16:31,Completed,Auto,7.2,26.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,95,3.84,4.4,4.6,Cash,Saturday,Afternoon,Completed,Paid
04-03-2024,01-01-1900 19:36,Incomplete,Auto,8.1,21.1,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,141,11.17,0,0,Cash,Monday,Evening,Incomplete,Paid
21-12-2024,01-01-1900 18:49,Completed,Go Mini,3.7,36.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,698,31.79,4.6,4.6,UPI,Saturday,Evening,Completed,Paid
25-01-2024,01-01-1900 17:16,Completed,Bike,13.5,17.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,858,7.1,4,3.9,Debit Card,Thursday,Afternoon,Completed,Paid
20-06-2024,01-01-1900 16:45,Cancelled by Driver,Premier Sedan,11.2,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Thursday,Afternoon,Cancelled,Unpaid
22-08-2024,01-01-1900 12:50,Cancelled by Driver,Premier Sedan,6.5,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Thursday,Afternoon,Cancelled,Unpaid
22-06-2024,01-01-1900 14:33,Cancelled by Driver,Auto,11.3,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Saturday,Afternoon,Cancelled,Unpaid
24-06-2024,01-01-1900 18:48,Completed,Go Sedan,4.6,37.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,2062,41.08,5,4.3,UPI,Monday,Evening,Completed,Paid
21-07-2024,01-01-1900 21:02,Completed,Auto,9.4,35.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,234,13.49,4.3,4.6,UPI,Sunday,Evening,Completed,Paid
05-01-2024,01-01-1900 05:05,Completed,Bike,8.1,17.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,338,5.58,4.3,4.8,Credit Card,Friday,Night,Completed,Paid
29-05-2024,01-01-1900 11:03,Completed,Premier Sedan,4.8,21.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,793,22.98,4.8,4.3,UPI,Wednesday,Morning,Completed,Paid
15-04-2024,01-01-1900 19:46,Completed,Go Sedan,6.7,19.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,203,37.93,4.3,4.1,UPI,Monday,Evening,Completed,Paid
25-07-2024,01-01-1900 21:29,Completed,Go Mini,6.7,34.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,275,48.5,4.2,4.9,UPI,Thursday,Evening,Completed,Paid
20-08-2024,01-01-1900 16:20,Cancelled by Driver,eBike,9,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Afternoon,Cancelled,Unpaid
19-12-2024,01-01-1900 12:02,Completed,Auto,10.7,21.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,332,49.66,4.8,4.7,UPI,Thursday,Afternoon,Completed,Paid
04-11-2024,01-01-1900 15:54,Cancelled by Driver,Auto,6.5,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Afternoon,Cancelled,Unpaid
22-08-2024,01-01-1900 17:18,Incomplete,Uber XL,7.7,28.6,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,144,9.6,0,0,Cash,Thursday,Afternoon,Incomplete,Paid
14-05-2024,01-01-1900 12:59,Cancelled by Customer,Go Mini,18.8,0,1,Driver is not moving towards pickup location,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Afternoon,Cancelled,Unpaid
17-04-2024,01-01-1900 07:10,Completed,Bike,8.9,25.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,321,26.73,3.9,4.3,UPI,Wednesday,Morning,Completed,Paid
27-02-2024,01-01-1900 12:27,Completed,Premier Sedan,8.1,20.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,147,19.95,4.4,4.9,UPI,Tuesday,Afternoon,Completed,Paid
29-01-2024,01-01-1900 17:26,Completed,Auto,2.7,16.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,202,48.25,4,4.3,Debit Card,Monday,Afternoon,Completed,Paid
03-03-2024,01-01-1900 21:04,Completed,Premier Sedan,8.6,41,0,Not Applicable,0,Not Applicable,0,Not Applicable,1080,9.1,3.9,3.8,Uber Wallet,Sunday,Evening,Completed,Paid
26-08-2024,01-01-1900 08:15,Cancelled by Customer,Go Sedan,5.5,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Morning,Cancelled,Unpaid
03-07-2024,01-01-1900 17:20,Completed,Go Sedan,9.1,16.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,293,48.82,4.6,4.5,UPI,Wednesday,Afternoon,Completed,Paid
20-11-2024,01-01-1900 11:54,Cancelled by Driver,Auto,7.9,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Morning,Cancelled,Unpaid
07-01-2024,01-01-1900 12:15,Completed,Auto,4.8,33.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,222,20.35,3.9,4.5,Credit Card,Sunday,Afternoon,Completed,Paid
20-06-2024,01-01-1900 09:36,Cancelled by Driver,Auto,11.8,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,414,23.72,0,0,Not Completed,Thursday,Morning,Cancelled,Unpaid
27-04-2024,01-01-1900 16:13,Completed,Go Sedan,5.4,35,0,Not Applicable,0,Not Applicable,0,Not Applicable,117,24.42,5,4.8,Debit Card,Saturday,Afternoon,Completed,Paid
13-11-2024,01-01-1900 16:20,Completed,Go Mini,5.9,20.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,369,3.36,4.3,5,Debit Card,Wednesday,Afternoon,Completed,Paid
11-05-2024,01-01-1900 16:43,Completed,Auto,14.9,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,392,49.29,4.2,4.9,Cash,Saturday,Afternoon,Completed,Paid
22-01-2024,01-01-1900 21:51,Completed,Go Mini,5.2,35.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,560,3.03,4.8,4.3,UPI,Monday,Evening,Completed,Paid
14-09-2024,01-01-1900 08:56,Completed,Auto,9.6,27.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,557,11.18,4.2,4.4,UPI,Saturday,Morning,Completed,Paid
17-05-2024,01-01-1900 16:39,Completed,Auto,4.4,40.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,233,27.38,4.3,4.6,Uber Wallet,Friday,Afternoon,Completed,Paid
25-03-2024,01-01-1900 19:22,Completed,Go Sedan,10.1,23.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,127,7.91,3.4,3.9,Debit Card,Monday,Evening,Completed,Paid
29-06-2024,01-01-1900 06:38,Completed,Go Sedan,14.2,16.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,164,6.18,4.5,3.8,Cash,Saturday,Morning,Completed,Paid
11-01-2024,01-01-1900 20:52,Cancelled by Driver,Bike,10.4,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Thursday,Evening,Cancelled,Unpaid
06-05-2024,01-01-1900 10:47,No Driver Found,eBike,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Morning,Incomplete,Unpaid
22-12-2024,01-01-1900 07:53,Completed,Bike,4.9,33.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,114,9.74,3.5,3.6,Uber Wallet,Sunday,Morning,Completed,Paid
18-08-2024,01-01-1900 09:18,No Driver Found,Premier Sedan,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Morning,Incomplete,Unpaid
05-01-2024,01-01-1900 04:53,Completed,Go Mini,7.8,37.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,343,17.58,3.8,4.2,Cash,Friday,Night,Completed,Paid
28-03-2024,01-01-1900 16:49,Completed,eBike,9,35.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,711,11.11,4.2,4.4,Cash,Thursday,Afternoon,Completed,Paid
16-05-2024,01-01-1900 15:12,Cancelled by Driver,Bike,11.2,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Thursday,Afternoon,Cancelled,Unpaid
07-09-2024,01-01-1900 22:58,Completed,Auto,13.4,33.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,775,45.06,4.3,3.7,Uber Wallet,Saturday,Evening,Completed,Paid
15-09-2024,01-01-1900 06:03,Completed,Bike,9.4,20.3,0,Not Applicable,0,Not Applicable,0,Not Applicable,504,16.89,4.3,3.4,UPI,Sunday,Morning,Completed,Paid
21-10-2024,01-01-1900 08:43,Incomplete,Go Mini,2.6,21.8,0,Not Applicable,0,Not Applicable,1,Other Issue,250,16.21,0,0,Cash,Monday,Morning,Incomplete,Paid
19-03-2024,01-01-1900 12:20,Completed,Auto,5.1,18.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,482,5.49,4.8,4.1,Cash,Tuesday,Afternoon,Completed,Paid
12-01-2024,01-01-1900 21:42,Cancelled by Driver,Go Mini,5.6,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Friday,Evening,Cancelled,Unpaid
30-01-2024,01-01-1900 09:17,Completed,Go Mini,14.6,34.5,0,Not Applicable,0,Not Applicable,0,Not Applicable,374,31.65,3.8,4.8,UPI,Tuesday,Morning,Completed,Paid
25-12-2024,01-01-1900 19:54,Cancelled by Driver,Bike,8.3,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Wednesday,Evening,Cancelled,Unpaid
21-07-2024,01-01-1900 16:20,Incomplete,Go Mini,8.2,22.9,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,98,14.22,0,0,Credit Card,Sunday,Afternoon,Incomplete,Paid
09-07-2024,01-01-1900 16:15,Completed,Bike,3,21.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,349,34.5,4,4.6,Cash,Tuesday,Afternoon,Completed,Paid
24-06-2024,01-01-1900 19:22,Completed,Go Sedan,7.8,44,0,Not Applicable,0,Not Applicable,0,Not Applicable,595,40.12,3.8,4.3,UPI,Monday,Evening,Completed,Paid
11-05-2024,01-01-1900 22:58,Cancelled by Customer,Go Sedan,17.8,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Saturday,Evening,Cancelled,Unpaid
17-11-2024,01-01-1900 17:44,Completed,Auto,13.1,32.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,725,17.97,4,4.2,Cash,Sunday,Afternoon,Completed,Paid
04-09-2024,01-01-1900 16:48,Completed,Auto,7.7,37.7,0,Not Applicable,0,Not Applicable,0,Not Applicable,426,43.83,4.2,3.5,UPI,Wednesday,Afternoon,Completed,Paid
29-10-2024,01-01-1900 17:21,Completed,Bike,2.7,42.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,311,4.3,3.8,4.6,Cash,Tuesday,Afternoon,Completed,Paid
10-11-2024,01-01-1900 09:32,Completed,Premier Sedan,6.5,36.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,223,46.38,4.2,3.7,UPI,Sunday,Morning,Completed,Paid
19-05-2024,01-01-1900 14:45,Incomplete,Auto,3.7,26.1,0,Not Applicable,0,Not Applicable,1,Other Issue,653,6.9,0,0,UPI,Sunday,Afternoon,Incomplete,Paid
14-09-2024,01-01-1900 09:50,Cancelled by Customer,Go Mini,9.2,0,1,Driver is not moving towards pickup location,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Saturday,Morning,Cancelled,Unpaid
07-02-2024,01-01-1900 05:50,Incomplete,Go Mini,9.5,15.9,0,Not Applicable,0,Not Applicable,1,Other Issue,205,3.34,0,0,Cash,Wednesday,Night,Incomplete,Paid
07-07-2024,01-01-1900 15:51,Cancelled by Customer,Go Mini,19.3,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Sunday,Afternoon,Cancelled,Unpaid
12-05-2024,01-01-1900 20:22,Completed,Auto,10.5,18.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,1220,11.11,4.2,3.8,Cash,Sunday,Evening,Completed,Paid
01-09-2024,01-01-1900 05:42,Completed,Auto,10.3,36.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,633,22.37,3.8,4.1,Cash,Sunday,Night,Completed,Paid
26-08-2024,01-01-1900 16:00,No Driver Found,Bike,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Afternoon,Incomplete,Unpaid
28-07-2024,01-01-1900 16:23,Completed,eBike,12.8,43.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,383,36.16,4.7,4.6,UPI,Sunday,Afternoon,Completed,Paid
28-05-2024,01-01-1900 07:25,Completed,Auto,3,33.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,991,11.69,4.7,3.6,UPI,Tuesday,Morning,Completed,Paid
13-03-2024,01-01-1900 16:14,Completed,Premier Sedan,6.2,15.2,0,Not Applicable,0,Not Applicable,0,Not Applicable,528,14.08,4.7,4.6,UPI,Wednesday,Afternoon,Completed,Paid
18-12-2024,01-01-1900 22:50,Completed,Bike,9.6,33.1,0,Not Applicable,0,Not Applicable,0,Not Applicable,897,27.75,4.3,3.7,UPI,Wednesday,Evening,Completed,Paid
29-04-2024,01-01-1900 06:49,Completed,Auto,12.8,20.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,472,49.01,4.6,4.8,UPI,Monday,Morning,Completed,Paid
13-06-2024,01-01-1900 07:38,Completed,Go Sedan,9,16.9,0,Not Applicable,0,Not Applicable,0,Not Applicable,631,15.54,4.2,4.3,UPI,Thursday,Morning,Completed,Paid
23-07-2024,01-01-1900 12:56,Cancelled by Customer,Uber XL,14.4,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Afternoon,Cancelled,Unpaid
08-01-2024,01-01-1900 18:31,Completed,eBike,11.6,34.4,0,Not Applicable,0,Not Applicable,0,Not Applicable,251,21.93,4.6,4.5,UPI,Monday,Evening,Completed,Paid
15-02-2024,01-01-1900 12:00,Completed,Go Sedan,2.9,25.6,0,Not Applicable,0,Not Applicable,0,Not Applicable,255,39.8,4.2,4.6,UPI,Thursday,Afternoon,Completed,Paid
18-06-2024,01-01-1900 00:55,Cancelled by Driver,Premier Sedan,10.3,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,414,23.72,0,0,Not Completed,Tuesday,Night,Cancelled,Unpaid
25-11-2024,01-01-1900 17:20,Completed,Go Mini,3.1,25,0,Not Applicable,0,Not Applicable,0,Not Applicable,239,34.01,4.4,4.6,Cash,Monday,Afternoon,Completed,Paid
23-09-2024,01-01-1900 13:33,Cancelled by Driver,Auto,7.3,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,414,23.72,0,0,Not Completed,Monday,Afternoon,Cancelled,Unpaid
06-06-2024,01-01-1900 11:36,No Driver Found,Auto,0,0,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,23.72,0,0,Not Completed,Thursday,Morning,Incomplete,Unpaid
17-12-2024,01-01-1900 07:07,Completed,eBike,4.3,38.8,0,Not Applicable,0,Not Applicable,0,Not Applicable,380,19.99,4.6,4.9,Cash,Tuesday,Morning,Completed,Paid
